Area;Ano;Acanthodoras_spinosissimus;Acarichthys_heckelii;Acaronia_nassa;Acestrorhynchus_falcirostris;Acestrorhynchus_microlepis;Ageneiosus_cf._vittatus;Ageneiosus_dentatus;Ageneiosus_inermis;Ageneiosus_ucayalensis;Agoniates_halecinus;Amblydoras_affinis;Anadoras_weddellii;Anodus_elongatus;Anostomoides_laticeps;Argonectes_longiceps;Astrodoras_asterifrons;Auchenipterichthys_longimanus;Auchenipterus_nuchalis;Auchenipterus_osteomystax;Batrochoglanis_villosus;Biotodoma_cupido;Boulengerella_cuvieri;Boulengerella_lucius;Boulengerella_maculata;Brachyplatystoma_capapretum;Brycon_amazonicus;Bryconops_alburnoides;Caenotropus_labyrinthicus;Calophysus_macropterus;Catoprion_mento;Chalceus_epakros;Chalceus_spilogyros;Charax_gibbosus;Cichla_monoculus;Cichla_vazzoleri;Crenicichla_macrophthalma;Crenicichla_marmorata;Curimata_knerii;Curimata_ocellata;Curimata_roseni;Curimata_vittata;Curimatella_meyeri;Cynodon_gibbus;Cyphocharax_abramoides;Cyphocharax_festivus;Cyphocharax_nigripinnis;Dekeyseria_amazonica;Eigenmannia_virescens;Geophagus_altifrons;Goeldiella_eques;Gymnotus_carapo;Harttia_trombetensis;Hassar_orestis;Hemiodus_argenteus;Hemiodus_immaculatus;Hemiodus_unimaculatus;Heros_efasciatus;Hoplias_malabaricus;Hoplosternum_littorale;Hydrolycus_armatus;Hydrolycus_tatauaia;Hypophthalmus_edentatus;Hypophthalmus_fimbriatus;Hypophthalmus_marginatus;Hypoptopoma_elongatum;Hypostomus_carinatus;Ilisha_amazonica;Jurengraulis_juruensis;Laemolyta_proxima;Laemolyta_taeniata;Leiarius_marmoratus;Leporinus_agassizii;Leporinus_fasciatus;Leporinus_friderici;Loricariichthys_acutus;Loricariichthys_nudirostris;Lycengraulis_batesii;Lycengraulis_figueiredoi;Megalechis_picta;Megalodoras_uranoscopus;Mesonauta_festivus;Metynnis_argenteus;Metynnis_hypsauchen;Metynnis_maculatus;Micromischodus_sugillatus;Moenkhausia_copei;Myloplus_asterias;Myloplus_lobatus;Ossancora_asterophysa;Osteoglossum_bicirrhosum;Pachypops_fourcroi;Pachypops_trifilis;Peckoltia_braueri;Pellona_castelnaeana;Pellona_flavipinnis;Pimelodella_cristata;Pimelodus_albofasciatus;Pimelodus_ornatus;Pinirampus_pirinampu;Plagioscion_montei;Plagioscion_squamosissimus;Platynematichthys_notatus;Platystomatichthys_sturio;Poptella_compressa;Potamorhina_latior;Pristigaster_cayana;Pristobrycon_striolatus;Prochilodus_nigricans;Pseudanos_gracilis;Pseudoloricaria_laeviuscula;Pseudoplatystoma_punctifer;Pterodoras_granulosus;Pterygoplichthys_gibbiceps;Pygocentrus_nattereri;Pygopristis_denticulata;Reganella_depressa;Rhamphichthys_marmoratus;Rhamphichthys_rostratus;Rhaphiodon_vulpinus;Rineloricaria_formosa;Satanoperca_acuticeps;Satanoperca_jurupari;Satanoperca_lilith;Scorpiodoras_heckelli;Semaprochilodus_insignis;Semaprochilodus_taeniurus;Serrasalmus_altispinnis;Serrasalmus_eigenmanni;Serrasalmus_elongatus;Serrasalmus_gouldingi;Serrasalmus_manueli;Serrasalmus_rhombeus;Sorubim_lima;Steatogenys_elegans;Tatia_nigra;Tenellus_ternetzi;Tenellus_trimaculatus;Tetragonopterus_argenteus;Tetranematichthys_wallacei;Trachelyopterichthys_taeniatus;Trachelyopterus_coriaceus;Trachycorystes_trachycorystes;Trachydoras_brevis;Trachydoras_steindachneri;Triportheus_albus;Triportheus_auritus;Triportheus_rotundatus;Uaru_amphiacanthoides
Rejeito;2015;0;0;0;0;0;0;0;0;0;0.482844223;0;0;0;0;0;0;11.10541713;0;0;0;0;0;0.482844223;0;0;0;0;0;0;0;0;0.160948074;0;0;0.160948074;0;0;0;0.321896149;0.160948074;1.12663652;0;0;0;0;0;0;0;0.160948074;0;0;0;0;0.643792297;0;0.321896149;0;0;0;0;0;0;1.12663652;0.321896149;0.160948074;0;0;0;0;0.482844223;0;0;0.160948074;0;0;0;0.643792297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.160948074;0.965688446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.160948074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.321896149;0;0;0
Rejeito;2016;0;0;0;0.176559667;0.529679;0;0;0;0;3.88431267;0;0;0;0;1.059358001;1.412477334;3.707753003;0;0;0;0;0.176559667;1.059358001;0;0;0.353119334;0.882798334;0;0;0;0;0;0;0;0.529679;0;0;0;1.589037001;0.176559667;3.001514336;0;0;0.706238667;0;0.176559667;0;0;0.353119334;0;0;0;0.706238667;8.29830434;0.706238667;3.354633669;0;0;0;0;0;0.176559667;0.176559667;0.353119334;0.529679;0;0.176559667;0;2.648395002;1.412477334;0;0;1.765596668;0;0;0;0;0;0;0;0;0;0.353119334;0;1.059358001;0;0;16.06692968;0;0.176559667;0;0;0;0.176559667;0.176559667;0;0;0;0.353119334;0;2.471835335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.176559667;0;0;0;0;0;0;0.176559667;0;0.353119334;0;0.706238667;0;0;0;0;0;0;0;0;0;0;0;0;6.532707672;0.176559667;0;0
Rejeito;2017;0;0;0;0;0.370784509;0;0;0;0;0;0;0.185392254;0;0;0;0.556176763;1.668530289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.185392254;0;0;0;0;0;0;0;0;0;0;0;0;0.185392254;0.185392254;0.185392254;0;0.370784509;0;0;0;0;0;0;0;0;0;0;0;0.185392254;0;0;0;0;0.185392254;0.370784509;0;0;0;0;0;0;0.185392254;0;0.556176763;0;0;0;0;0.185392254;0;0;0;0;0.926961272;0;0;0;0;0.370784509;0.556176763;0;0;0;0;0.185392254;0;0;0;0.185392254;0;0;0;0;0.185392254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.185392254;0;0;0
Rejeito;2018;0;0;0;0;0.954712082;0;0;0;0;0.23867802;0;0;0;0;0;0;8.115052693;0;0;0;0;0;0.477356041;0;0;0;0;0;0;0.23867802;0;0;0;0;0;0;0;0;0.477356041;0;0;0;0;4.296204367;0;0;0;0;0.954712082;0;0;0;0;0.23867802;3.818848326;1.909424163;0;0.23867802;0;0;0;0;0;0;0;0;0;0;0;0.23867802;0;0;0.477356041;0;0;0;0;0;0;0;0;0;0.23867802;0;0;0;0;0.477356041;0;0.23867802;0;0;0;0.23867802;0.23867802;0;0;0;0;0;1.670746143;0;0;0;0;0;0.23867802;0;0;0;0;0;0;0;0.477356041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23867802;0;0;0;0;0.23867802;0;0;0;0;0;0;0;0;0;1.193390102;0;0;0
Rejeito;2019;0;0;0;0.418383968;0;0;0;0;0;0;0;0;0;0;0;0.209191984;7.321719439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.627575952;0;0;0.209191984;0;0;0;0;0;0;0;0;0;0.209191984;0;0;0;0;0;0;0;0.209191984;0;0.209191984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.836767936;0;0;0;0;0;0;0.209191984;0.209191984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.627575952;0.209191984;0;0
Rejeito;2021;0;0;0;0.525072271;0;0.525072271;0;0;0.262536136;0.262536136;0.787608407;0;0;0.262536136;1.050144542;1.050144542;1.050144542;0;0;0;0;0;0.262536136;0;0;0;0;0;0;0.262536136;0;0;0;0;0;0;0;0.525072271;0.262536136;0.787608407;2.625361356;0;2.100289085;0.262536136;0;0;0;0;0;0;0;0;0;1.575216814;8.663692474;1.050144542;0;0;0;0;0;0;0;1.575216814;0;0;0;0;0;0.787608407;0;0;0.262536136;0;0;0;1.050144542;0;0;0;0;0;0;0;0;0;0;0;1.312680678;0;0;0;0;0;0.525072271;0;0;0;0.525072271;1.837752949;2.625361356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.262536136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.262536136;0;0.525072271;0;0;0;0;0;0;0;0;0.525072271;0;0;0
Rejeito;2022;0;0;0;0.256923208;0.770769625;0;0;0;0;0.256923208;0;0;0.256923208;0;1.027692833;0;7.450773038;0;0;0;0;0;0;0;0;0;0.256923208;0;0;0;0;0;0;0;0;0;0;0;0;0;0.256923208;0;0;0;0;0;0;0;0;0;0;0;0;6.423080205;7.19384983;0.770769625;0;0;0;0;0;0;0;0.513846416;0.256923208;0;0;0;0;0.256923208;0;0;0;0;0;0;2.569232082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.256923208;0;0;0;0;0.256923208;0.770769625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.513846416;0.256923208;1.284616041;0;0;0;1.027692833;0;0;0;0;0;0;0;0;1.027692833;0;0;0
Plantio;2012;0;0;0;0;0;0;0;0;0.151401937;1.816823238;0;0;0;0;0.151401937;0;1.211215492;0;0;0;0;0;0.45420581;0;0;0;0.605607746;0;0;0;0;0;0;0;0;0;0;0.151401937;0;0;0;0;0;0.45420581;0;0;0;0;0;0;0;0;0;2.725234857;6.056077461;0.757009683;0;0;0;0;0;0;0;0.605607746;0;0;0.151401937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45420581;0;0;0;0;0;0;0;0;0;0.605607746;0;0;0;0;0;0.151401937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.302803873;0
Plantio;2013;0;0;0;1.64198647;0.985191882;0;0;0;0;0;0;0;0;0;0.985191882;0.328397294;6.56794588;0;0;0;0;0;0;0;0;0;0;0.328397294;0;0.328397294;0;0;0;0;0;0;0;0;0.328397294;0;0;0;0;2.298781058;0;0;0;0;0;0;0;0;7.553137762;7.224740468;1.970383764;0;0;0;0;0;0;0;0.328397294;0;0;0;0.328397294;0;0;0;0;0;0.328397294;0;0;0;0;0;0;0;0;0;0;0;2.627178352;0;0;0;0;0;0;0;0;0;0.328397294;0;0;0;0;0;2.955575646;1.313589176;0;0;0;0;0;0;0;0.328397294;0;0;0.328397294;0;0.656794588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.328397294;0;0;0
Plantio;2014;0;0;0;0.190278873;1.712509858;0;0;0;0;0;0;0;0;0;0.380557746;1.141673239;4.756971827;0;0;0;0;0;0.380557746;0;0;0;0;0;0;0;0;0.190278873;0;0;0.380557746;0;0;0;2.093067604;0;0.761115492;0;0;0.190278873;0;0;0;0;0.570836619;0.190278873;0;0;1.141673239;5.51808732;0.380557746;2.093067604;0;0.190278873;0;0.190278873;0;0.380557746;0;0.570836619;0.190278873;0;0.190278873;0.190278873;0;0.380557746;0;0;0.761115492;0;0;0;0;0;0;0;0;0.190278873;0;0;0;0;0;0;0;0;0;0;0;0;0;0.380557746;0;0.190278873;0.190278873;0.190278873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Plantio;2015;0;0.360620895;0;0;0;0;0;0;0;0;0;0;0;0;0.180310448;0.180310448;1.622794029;0;0;0;0;0;0;0;0;0;0.180310448;0;0;0.360620895;0;0;0;0;0.180310448;0;0;0.540931343;3.606208954;0;0;0;0;1.983414925;0;0;0;0;1.442483582;0;0;0;0;5.048692536;0;1.442483582;0;0.180310448;0;0;0;0;0;0;0;0.180310448;0;0;0;0.360620895;0;0.180310448;0.180310448;0;0;0;2.163725373;0;0;0;0;0;0;0;1.622794029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.360620895;0;0;0;0;0;0;0;0;0.540931343;0;0;0;0.180310448;0;0;0;0;0;0;0.180310448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.180310448;0;0;0;0;0;0;0
Plantio;2016;0;0;0;0;0.376456295;0;0;0;0;2.070509625;0;0;0;0;0;0.752912591;3.952791102;0;0;0;0;0.376456295;0.376456295;0;0;0;0.752912591;0;0;0;0;0;0;0;0;0;0;0;1.129368886;0;3.952791102;0;0;0.564684443;0;0;0;0;0.188228148;0;0;0;0.376456295;2.635194068;0;1.694053329;0;0;0;0;0;0;0;0;0;0;0;0.376456295;0.564684443;0;0;0;0.564684443;0;0;0;0;0;0;0;0;0;0;0.376456295;0;0;0;8.093810352;0;0;0;0;0;0.188228148;0;0;0;0;0;0;0.941140739;0;0;0;0;0;0;0;0;0.188228148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.376456295;0;0.188228148;0.188228148;0;0;0;0;0;0;0;0;0;0;0;0;0;0.752912591;0;0;0
Plantio;2017;0;0;0;0;0.365659439;0.548489158;0;0;0.365659439;1.462637756;0;0;0;0;0;0.182829719;6.033380743;0;0;0;0;0;0.548489158;0.548489158;0;0;0.182829719;0;0.365659439;0;0;0;0;0;0;0;0;0;0.365659439;0;0.365659439;0;0;0.182829719;0;0;0;0;0;0;0;0;0.182829719;0.182829719;0.914148597;3.290934951;0;0;0;0;0;0;0;0.182829719;0.548489158;0;0;0;0;0.182829719;0;0;0.365659439;0;0.182829719;0;0;0;0;0;0;0;0;0;1.279808036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.914148597;0;0;0;0;0;0;0;0;0;0;0;0;0.182829719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.645467475;0;0;0
Plantio;2018;0;0;0;1.418654034;1.01332431;0;0;0;0;0;0;0;0;0;0.405329724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.607994586;0;0;0;0;0.405329724;0;0;0;0.202664862;0;0.607994586;0;0;5.06662155;0;0;0;0;0.810659448;0;0;0;0;5.674616136;4.255962102;3.647967516;0;0.405329724;0;0;0;0;0;0.405329724;0;0;0;0;0;0.810659448;0;0;0.202664862;0;0;0;0;0;0;0;0;0;0;0.405329724;0;0;0;0;0;0.202664862;0;0;0;0;0;0;0;0;0;0;0.607994586;0;0;0;0;0;0;0;0;0;0;0;0.202664862;0;0.405329724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.202664862;0;0;0
Plantio;2019;0;0;0;0;0.437348912;0;0;0;0;0;0;0;0;0;0;0;1.093372279;0;0;0;0;0;0.437348912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.186744559;0;0;0;0;0.656023368;0;0;0;0;0;0;0;0;0;6.560233676;1.312046735;0.874697823;0;0;0;0;0;0;0;0.874697823;0;0;0;0;0;0.437348912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.874697823;0;0;0;0;0;0;0;0;0;0.437348912;0;0;0;0;0;0.656023368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.218674456;0;0;0;0;0;0;0;0;0;3.280116838;0;0;0
Plantio;2021;0;0;0;0;0;0;0;0;0.761354008;0.253784669;1.268923346;0;0;0.253784669;0.253784669;0.507569338;2.537846692;0;0;0;0;0;0;0;0;0;0.507569338;0;0;0;0;0;0;0;0;0;0;0.253784669;2.030277354;0.507569338;0.253784669;0;0.253784669;0;0;0;0;0;0.253784669;0;0;0;0;0;4.568124046;0.507569338;0;0;0;0;0;0;0;0.761354008;0;0;0;0.253784669;0;0.761354008;0;0;0;0;0;0;0.253784669;0;0;0;0;0;0;0;0.507569338;0;0;0;0.761354008;0;0;0;0;0;0.253784669;0;0;0;0;0.507569338;0.253784669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.253784669;0;0;0;0;0;0;0;0;0;0.761354008;0;0;0
Plantio;2022;0;0;0.250133758;0;0;0.500267517;0;0;0;1.250668791;1.50080255;0;0;0;2.001070066;1.750936308;1.000535033;0;0;0;0;0;1.250668791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.500267517;1.50080255;0;0.250133758;0;0.250133758;0;0;0;0;0;0;0;0;0;0.250133758;0.750401275;13.00695543;0.500267517;0;0;0;0;0;0;0;0.250133758;0;0;0;0;0;0.250133758;0;0;0;0;0;0;0;0;0;0.250133758;0;0;0;0;0.250133758;0;0;0;1.000535033;0;0;0;0;0;1.000535033;0;0;0;0;0.250133758;0.750401275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.250133758;0;0;0;0;0;0;0;0;0;0;0;0;0.500267517;0;0;0
